,Unnamed: 0,id_jobs,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,id_skills,description_tokens,id,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,airflow,alteryx,apl,asp.net,assembly,atlassian,aurora,aws,azure,bash,bigquery,bitbucket,c,c++,c/c++,cobol,cognos,crystal,css,dart,dax,docker,dplyr,excel,fortran,gcp,gdpr,ggplot2,git,github,gitlab,go,golang,graphql,groovy,hadoop,html,java,javascript,jira,jquery,js,julia,jupyter,keras,linux,linux/unix,looker,matlab,matplotlib,microstrategy,mongo,mongodb,mssql,mysql,no-sql,node,node.js,nosql,nuix,numpy,outlook,pandas,perl,php,pl/sql,plotly,postgres,postgresql,power_bi,powerpoint,powerpoints,powershell,pyspark,python,pytorch,qlik,r,redis,redshift,rshiny,ruby,rust,sap,sas,scala,scikit-learn,seaborn,selenium,sharepoint,shell,snowflake,solidity,spark,splunk,spreadsheet,spss,sql,ssis,ssrs,swift,t-sql,tableau,tensorflow,terminal,tidyr,twilio,typescript,unix,unix/linux,vb.net,vba,visio,visual_basic,vue,vue.js,word,
103,103,103,"Environmental Monitoring Scientist (San Diego, CA)",Eurofins,United States,via Built In,"['20 hours ago', '52K to 57K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,False,00:32.3,103,[],103,52K to 57K,a year,54500.0,52000.0,57000.0,,54500.0,54500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
147,147,147,"Research Data Analyst, Senior",Diaconia LLC,United States,via Adzuna,"['15 hours ago', '65K to 80K a year', 'Full-time']",15 hours ago,Full-time,False,00:26.6,146,"['matlab', 'spreadsheet', 'tableau', 'python', 'vba']",147,65K to 80K,a year,72500.0,65000.0,80000.0,,72500.0,72500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
149,149,149,Lead-Data Analyst,EDWARD JONES,"St Robert, MO",via WREG Jobs,"['22 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:28.4,148,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']",149,106916 to 182047,a year,144481.5,106916.0,182047.0,,144481.5,144481.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
158,158,158,Data Analyst II,Edward Jones,"Warrensburg, MO",via JobServe,"['22 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:30.2,157,[],158,76798 to 130764,a year,103781.0,76798.0,130764.0,,103781.0,103781.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
159,159,159,Lead-Data Analyst,Edward Jones,"Eugene, MO",via JobServe,"['22 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:30.2,158,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']",159,106916 to 182047,a year,144481.5,106916.0,182047.0,,144481.5,144481.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,165,165,Data Analyst/Data Scientist (w2 role),CBL Solutions,United States,via Indeed,"['5 hours ago', '77,641.18 to 190,998.06 a year', 'Full-time']",5 hours ago,Full-time,False,00:30.2,164,"['power_bi', 'sql']",165,77641.18 to 190998.06,a year,134319.62,77641.18,190998.06,,134319.62,134319.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,166,166,Data Analyst/Data Scientist (w2 role),CBL Solutions,United States,via Indeed,"['2 hours ago', '77,641.18 to 190,998.06 a year', 'Full-time']",2 hours ago,Full-time,False,00:30.2,165,"['excel', 'sql', 'tableau', 'python', 'powerpoint']",166,77641.18 to 190998.06,a year,134319.62,77641.18,190998.06,,134319.62,134319.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
181,181,181,Analytics Consultant,The Judge Group,United States,via LinkedIn,"['13 hours ago', '40 to 55 an hour', 'Contractor']",13 hours ago,Contractor,False,00:49.0,180,"['jira', 'sql']",181,40 to 55,an hour,47.5,40.0,55.0,47.5,,98800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,182,182,Sr. Data Analyst - Direct Hire - Northern Virginia,Vaco Technology,"Dearing, KS",via SonicJobs,"['16 hours ago', '110K a year', 'Full-time']",16 hours ago,Full-time,False,00:49.0,181,"['power_bi', 'powershell', 'sas', 'sql', 'tableau']",182,110K,a year,110000.0,,,,110000.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,183,183,Sr. Data Analyst - Direct Hire - Northern Virginia,Vaco Technology,"Dearing, KS",via SonicJobs,"['13 hours ago', '110K a year', 'Full-time']",13 hours ago,Full-time,False,00:49.0,182,"['excel', 'sql', 'r', 'tableau', 'python']",183,110K,a year,110000.0,,,,110000.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,193,193,Data Engineer (Hybrid),Captivation Software,United States,via Ai-Jobs.net,"['10 hours ago', '175K to 260K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,False,00:07.7,192,"['sql', 'python']",193,175K to 260K,a year,217500.0,175000.0,260000.0,,217500.0,217500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,194,194,Data Engineer (Hybrid),Captivation Software,United States,via Ai-Jobs.net,"['6 hours ago', '175K to 260K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,False,00:07.7,193,"['excel', 'java', 'python', 'aws']",194,175K to 260K,a year,217500.0,175000.0,260000.0,,217500.0,217500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
203,203,203,Business Sales Data Analyst,Wilbert Funeral Services,"Overland Park, KS",via ZipRecruiter,"['10 hours ago', '90K to 110K a year', 'Full-time']",10 hours ago,Full-time,False,00:10.7,202,['excel'],203,90K to 110K,a year,100000.0,90000.0,110000.0,,100000.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
204,204,204,Business Sales Data Analyst,Wilbert Funeral Services,"Overland Park, KS",via ZipRecruiter,"['6 hours ago', '90K to 110K a year', 'Full-time']",6 hours ago,Full-time,False,00:10.7,203,"['spreadsheet', 'powerpoint', 'excel']",204,90K to 110K,a year,100000.0,90000.0,110000.0,,100000.0,100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
205,205,205,Data Ware House Analyst,"Acadia Technologies, Inc.",United States,via Dice,"['5 hours ago', '60K to 80K a year', 'Full-time', 'No degree mentioned']",5 hours ago,Full-time,False,00:10.7,204,"['spreadsheet', 'powerpoint', 'excel']",205,60K to 80K,a year,70000.0,60000.0,80000.0,,70000.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,206,206,Data Ware House Analyst,"Acadia Technologies, Inc.",United States,via Dice,"['1 hour ago', '60K to 80K a year', 'Full-time', 'No degree mentioned']",1 hour ago,Full-time,False,00:10.7,205,"['sql', 'ssis']",206,60K to 80K,a year,70000.0,60000.0,80000.0,,70000.0,70000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
207,207,207,Data Analyst,"SnapDragon Associates, LLC",United States,via Indeed,"['6 hours ago', '90K to 130K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,False,00:10.7,206,"['sql', 'ssis']",207,90K to 130K,a year,110000.0,90000.0,130000.0,,110000.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
208,208,208,Data Analyst,"SnapDragon Associates, LLC",United States,via Indeed,"['2 hours ago', '90K to 130K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",2 hours ago,Full-time,False,00:16.7,207,"['excel', 'sql']",208,90K to 130K,a year,110000.0,90000.0,130000.0,,110000.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
225,225,225,Street Homeless Solutions Data Analyst,NYC Department of Social Services,"All, MO",via LinkedIn,"['20 hours ago', '58,695 to 89,699 a year', 'Full-time', 'Health insurance', 'Dental insurance']",20 hours ago,Full-time,False,00:18.1,224,"['power_bi', 'dax', 'sql', 'tableau', 'python']",225,58695 to 89699,a year,74197.0,58695.0,89699.0,,74197.0,74197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
226,226,226,Street Homeless Solutions Data Analyst,NYC Department of Social Services,"All, MO",via LinkedIn,"['16 hours ago', '58,695 to 89,699 a year', 'Full-time', 'Health insurance', 'Dental insurance']",16 hours ago,Full-time,False,00:18.1,225,[],226,58695 to 89699,a year,74197.0,58695.0,89699.0,,74197.0,74197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
227,227,227,Street Homeless Solutions Data Analyst,NYC Department of Social Services,"All, MO",via LinkedIn,"['20 hours ago', '58,695 to 89,699 a year', 'Full-time', 'Health insurance', 'Dental insurance']",20 hours ago,Full-time,False,00:18.1,226,[],227,58695 to 89699,a year,74197.0,58695.0,89699.0,,74197.0,74197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
241,241,241,Data Analyst,Genuent,Anywhere,via INSPYR Solutions - Talentify,"['21 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor', 'Health insurance']",21 hours ago,Contractor,True,00:21.7,240,[],241,50 to 60,an hour,55.0,50.0,60.0,55.0,,114400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
